,loannumber,loanamount,totaldue,termdays,bank_account_type,longitude_gps,latitude_gps,employment_status_clients,creationdate_dow,additional_charges,is_referred,age,ploan_loanamount_mean,ploan_loanamount_min,ploan_loanamount_25%,ploan_loanamount_50%,ploan_loanamount_75%,ploan_loanamount_max,ploan_totaldue_mean,ploan_totaldue_min,ploan_totaldue_25%,ploan_totaldue_50%,ploan_totaldue_75%,ploan_totaldue_max,ploan_termdays_mean,ploan_termdays_min,ploan_termdays_25%,ploan_termdays_50%,ploan_termdays_75%,ploan_termdays_max,ploan_approval_time_mean,ploan_approval_time_min,ploan_approval_time_25%,ploan_approval_time_50%,ploan_approval_time_75%,ploan_approval_time_max,ploan_return_days_mean_x,ploan_return_days_min_x,ploan_return_days_25%_x,ploan_return_days_50%_x,ploan_return_days_75%_x,ploan_return_days_max_x,ploan_return_days_mean_y,ploan_return_days_min_y,ploan_return_days_25%_y,ploan_return_days_50%_y,ploan_return_days_75%_y,ploan_return_days_max_y,ploan_first_return_days_mean,ploan_first_return_days_min,ploan_first_return_days_25%,ploan_first_return_days_50%,ploan_first_return_days_75%,ploan_first_return_days_max,ploan_additional charges_mean,ploan_additional charges_min,ploan_additional charges_25%,ploan_additional charges_50%,ploan_additional charges_75%,ploan_additional charges_max,good_bad_flag,bank_name_clients_Diamond Bank,bank_name_clients_EcoBank,bank_name_clients_FCMB,bank_name_clients_Fidelity Bank,bank_name_clients_First Bank,bank_name_clients_GT Bank,bank_name_clients_Heritage Bank,bank_name_clients_Keystone Bank,bank_name_clients_Skye Bank,bank_name_clients_Stanbic IBTC,bank_name_clients_Standard Chartered,bank_name_clients_Sterling Bank,bank_name_clients_UBA,bank_name_clients_Union Bank,bank_name_clients_Unity Bank,bank_name_clients_Wema Bank,bank_name_clients_Zenith Bank
3868,7.0,10000.0,13000.0,30.0,0.0,3.3673915,6.536608900000001,0.0,1.0,3000.0,0.0,31.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12750.0,11500.0,13000.0,13000.0,13000.0,13000.0,27.5,15.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,28.833333333333332,12.0,28.25,33.0,34.0,34.0,28.833333333333332,12.0,28.25,33.0,34.0,34.0,-2.8333333333333335,-6.0,-5.75,-4.0,0.0,2.0,2750.0,1500.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3869,10.0,40000.0,44000.0,30.0,0.0,3.4310047999999997,6.4533192999999995,0.0,2.0,4000.0,0.0,22.0,20000.0,10000.0,10000.0,20000.0,30000.0,30000.0,23755.555555555555,13000.0,13000.0,23800.0,34400.0,34500.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0033333333333332,1.0,1.0,1.0,1.0,1.02,27.77777777777778,23.0,27.0,28.0,29.0,31.0,27.77777777777778,23.0,27.0,28.0,29.0,31.0,1.0,-1.0,0.0,0.0,2.0,6.0,3755.5555555555557,3000.0,3000.0,3800.0,4400.0,4500.0,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3870,2.0,10000.0,13000.0,30.0,1.0,8.3327217,4.958724299999999,0.0,4.0,3000.0,0.0,28.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,10.0,10.0,10.0,10.0,10.0,10.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Bad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3871,4.0,20000.0,24500.0,30.0,1.0,3.3456254999999997,6.4837697,0.0,5.0,4500.0,1.0,41.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0066666666666666,1.0,1.0,1.0,1.01,1.02,12.333333333333334,10.0,10.5,11.0,13.5,16.0,12.333333333333334,10.0,10.5,11.0,13.5,16.0,2.3333333333333335,-1.0,1.0,3.0,4.0,5.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3872,3.0,10000.0,11500.0,15.0,0.0,7.660406,11.1518522,2.0,0.0,1500.0,0.0,24.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,62.0,47.0,54.5,62.0,69.5,77.0,62.0,47.0,54.5,62.0,69.5,77.0,-33.0,-48.0,-40.5,-33.0,-25.5,-18.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3873,2.0,10000.0,13000.0,30.0,1.0,3.5206529000000004,6.437451599999999,0.0,5.0,3000.0,0.0,27.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3874,11.0,40000.0,44000.0,30.0,0.0,3.31877385,6.6817129,0.5,1.0,4000.0,0.0,38.0,26000.0,10000.0,20000.0,30000.0,30000.0,40000.0,29275.0,11500.0,21987.5,34400.0,34400.0,44000.0,24.0,15.0,15.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,18.2,3.0,12.5,18.0,23.75,31.0,18.2,3.0,12.5,18.0,23.75,31.0,5.6,-1.0,1.25,4.5,9.75,15.0,3275.0,1500.0,1987.5,4000.0,4400.0,4400.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3875,2.0,10000.0,13000.0,30.0,1.0,3.5079161,6.6050038,0.0,4.0,3000.0,0.0,39.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3876,2.0,10000.0,11500.0,15.0,1.0,4.5938034000000005,7.7372133000000005,0.0,3.0,1500.0,1.0,30.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,2.0,2.0,2.0,2.0,2.0,2.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3877,3.0,10000.0,13000.0,30.0,1.0,3.6661901500000003,7.002058450000001,0.0,2.0,3000.0,0.0,38.5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.01,1.0,1.005,1.01,1.0150000000000001,1.02,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,-0.5,-1.0,-0.75,-0.5,-0.25,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3878,2.0,10000.0,13000.0,30.0,1.0,3.3442687500000003,6.5779570000000005,0.0,2.0,3000.0,0.0,32.5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,2.0,2.0,2.0,2.0,2.0,2.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Bad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3879,6.0,10000.0,11500.0,15.0,0.0,6.3001805,4.8965618,0.0,5.0,1500.0,0.0,43.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,25.8,10.0,17.0,31.0,34.0,37.0,25.8,10.0,17.0,31.0,34.0,37.0,-11.8,-23.0,-18.0,-18.0,-4.0,4.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Bad,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3880,5.0,20000.0,24500.0,30.0,1.0,6.295197900000001,4.9104818,0.0,6.0,4500.0,0.0,38.0,12500.0,10000.0,10000.0,10000.0,12500.0,20000.0,15875.0,13000.0,13000.0,13000.0,15875.0,24500.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0075,1.0,1.0,1.005,1.0125000000000002,1.02,30.0,27.0,28.5,30.0,31.5,33.0,30.0,27.0,28.5,30.0,31.5,33.0,0.0,-2.0,-1.25,-1.0,0.25,4.0,3375.0,3000.0,3000.0,3000.0,3375.0,4500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3881,3.0,10000.0,13000.0,30.0,1.0,3.3563675,6.652317299999999,0.0,6.0,3000.0,1.0,39.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.005,1.0,1.0025,1.005,1.0075,1.01,26.0,25.0,25.5,26.0,26.5,27.0,26.0,25.0,25.5,26.0,26.5,27.0,3.5,3.0,3.25,3.5,3.75,4.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3882,2.0,10000.0,13000.0,30.0,1.0,3.9691925,7.794007250000002,0.0,0.0,3000.0,0.0,39.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Bad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3883,8.0,10000.0,12250.0,30.0,0.0,7.4531156,9.070134199999998,1.0,4.0,2250.0,0.0,40.0,18571.428571428572,10000.0,15000.0,20000.0,20000.0,30000.0,22871.428571428572,13000.0,18400.0,24500.0,24500.0,36800.0,34.285714285714285,30.0,30.0,30.0,30.0,60.0,1.2442857142857144,1.0,1.0,1.0,1.005,2.7,28.285714285714285,9.0,14.0,19.0,32.0,78.0,28.285714285714285,9.0,14.0,19.0,32.0,78.0,6.0,-11.0,-3.0,9.0,15.5,19.0,4300.0,3000.0,3400.0,4500.0,4500.0,6800.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3884,2.0,10000.0,13000.0,30.0,1.0,3.3482038999999997,6.5710913,0.0,1.0,3000.0,0.0,31.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,26.0,26.0,26.0,26.0,26.0,26.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3885,4.0,20000.0,22250.0,15.0,1.0,3.4204790000000003,6.4427927,0.0,0.0,2250.0,0.0,33.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12500.0,11500.0,12250.0,13000.0,13000.0,13000.0,25.0,15.0,22.5,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,24.666666666666668,16.0,22.0,28.0,29.0,30.0,24.666666666666668,16.0,22.0,28.0,29.0,30.0,0.0,-1.0,-1.0,-1.0,0.5,2.0,2500.0,1500.0,2250.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3886,2.0,10000.0,13000.0,30.0,1.0,3.3418617,6.6731183000000005,0.0,2.0,3000.0,0.0,45.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3887,3.0,10000.0,13000.0,30.0,1.0,3.69597635,7.0218178,0.0,1.0,3000.0,1.0,35.5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,28.0,29.0,30.0,31.0,32.0,30.0,28.0,29.0,30.0,31.0,32.0,-0.5,-1.0,-0.75,-0.5,-0.25,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3888,6.0,20000.0,24500.0,30.0,0.5,5.5416472500000005,7.825503699999999,0.0,5.0,4500.0,0.0,33.0,14000.0,10000.0,10000.0,10000.0,20000.0,20000.0,17010.0,11500.0,12250.0,13000.0,23800.0,24500.0,27.0,15.0,30.0,30.0,30.0,30.0,1.004,1.0,1.0,1.0,1.0,1.02,24.2,13.0,15.0,29.0,30.0,34.0,24.2,13.0,15.0,29.0,30.0,34.0,1.2,-5.0,-2.0,0.0,0.0,13.0,3010.0,1500.0,2250.0,3000.0,3800.0,4500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3889,2.0,10000.0,13000.0,30.0,1.0,5.6311732,6.296475,0.0,4.0,3000.0,1.0,52.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,6.0,6.0,6.0,6.0,6.0,6.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3890,5.0,20000.0,24500.0,30.0,1.0,6.9693497,4.8185346,0.0,1.0,4500.0,0.0,34.0,12500.0,10000.0,10000.0,10000.0,12500.0,20000.0,14750.0,11500.0,11500.0,11500.0,14750.0,24500.0,18.75,15.0,15.0,15.0,18.75,30.0,1.0,1.0,1.0,1.0,1.0,1.0,14.75,6.0,10.5,13.5,17.75,26.0,14.75,6.0,10.5,13.5,17.75,26.0,2.5,-1.0,0.5,2.0,4.0,7.0,2250.0,1500.0,1500.0,1500.0,2250.0,4500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3891,6.0,10000.0,13000.0,30.0,0.5,3.4526409,6.678877,0.0,3.0,3000.0,0.0,27.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,34.2,30.0,33.0,35.0,36.0,37.0,34.2,30.0,33.0,35.0,36.0,37.0,-5.2,-7.0,-7.0,-7.0,-3.0,-2.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3892,9.0,30000.0,39000.0,60.0,1.0,3.3785096,6.72811965,0.5,1.0,9000.0,0.0,36.0,13750.0,10000.0,10000.0,10000.0,20000.0,20000.0,15718.75,11500.0,11500.0,12250.0,22250.0,22250.0,16.875,15.0,15.0,15.0,15.0,30.0,1.0025,1.0,1.0,1.0,1.0,1.02,15.375,11.0,12.0,13.0,15.25,31.0,15.375,11.0,12.0,13.0,15.25,31.0,0.75,-1.0,0.0,0.0,2.0,3.0,1968.75,1500.0,1500.0,1875.0,2250.0,3000.0,Bad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3893,9.0,20000.0,24500.0,30.0,0.5,3.6730888999999998,6.92176635,0.5,2.0,4500.0,0.0,34.5,11250.0,10000.0,10000.0,10000.0,10000.0,20000.0,13500.0,11500.0,11500.0,11500.0,13000.0,24500.0,20.625,15.0,15.0,15.0,30.0,30.0,2.70625,1.0,1.0,1.0,1.0125000000000002,14.62,24.75,18.0,18.75,21.0,30.25,38.0,24.75,18.0,18.75,21.0,30.25,38.0,-4.5,-10.0,-5.0,-3.5,-3.0,-1.0,2250.0,1500.0,1500.0,1500.0,3000.0,4500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3894,2.0,10000.0,13000.0,30.0,1.0,3.2789417000000003,6.705555,0.0,2.0,3000.0,0.0,49.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,18.0,18.0,18.0,18.0,18.0,18.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3895,2.0,10000.0,13000.0,30.0,1.0,3.6323760000000003,6.8488261,0.0,4.0,3000.0,0.0,42.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3896,2.0,10000.0,13000.0,30.0,1.0,7.0010898,4.8335454,0.0,2.0,3000.0,0.0,37.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,2.0,2.0,2.0,2.0,2.0,2.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3897,10.0,30000.0,34500.0,30.0,1.0,3.5243562999999996,6.4429322,0.0,5.0,4500.0,0.0,28.0,20000.0,10000.0,10000.0,20000.0,30000.0,30000.0,23755.555555555555,13000.0,13000.0,23800.0,34400.0,34500.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0022222222222221,1.0,1.0,1.0,1.0,1.02,26.0,11.0,27.0,28.0,28.0,29.0,26.0,11.0,27.0,28.0,28.0,29.0,3.6666666666666665,1.0,1.0,2.0,4.0,17.0,3755.5555555555557,3000.0,3000.0,3800.0,4400.0,4500.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3898,7.0,10000.0,11500.0,15.0,0.0,7.0307889999999995,4.7603993,1.0,4.0,1500.0,0.0,29.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,2.9716666666666662,1.0,1.0,1.0,1.0150000000000001,12.81,22.0,14.0,15.25,18.0,22.25,44.0,22.0,14.0,15.25,18.0,22.25,44.0,-7.666666666666667,-29.0,-8.5,-4.0,-1.0,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Bad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3899,2.0,10000.0,13000.0,30.0,1.0,5.1994206,5.668896650000001,0.0,3.0,3000.0,0.0,36.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,3.0,3.0,3.0,3.0,3.0,3.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Bad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3900,2.0,10000.0,13000.0,30.0,1.0,3.8233314,7.3757656,0.0,5.0,3000.0,0.0,41.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3901,5.0,10000.0,11125.0,15.0,1.0,7.0684995,4.8277461,0.0,1.0,1125.0,0.0,26.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11406.25,11125.0,11406.25,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.005,1.0,1.0,1.0,1.005,1.02,13.75,12.0,13.5,14.0,14.25,15.0,13.75,12.0,13.5,14.0,14.25,15.0,0.5,-1.0,-1.0,0.5,2.0,2.0,1406.25,1125.0,1406.25,1500.0,1500.0,1500.0,Good,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3902,2.0,10000.0,13000.0,30.0,0.0,7.3977534,5.1088625,0.0,2.0,3000.0,0.0,43.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3903,3.0,10000.0,13000.0,30.0,1.0,3.3289756,6.488936499999999,0.0,6.0,3000.0,0.0,26.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,10.5,9.0,9.75,10.5,11.25,12.0,10.5,9.0,9.75,10.5,11.25,12.0,2.5,1.0,1.75,2.5,3.25,4.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,Good,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3904,3.0,10000.0,13000.0,30.0,1.0,3.3775809,6.7917153,0.0,5.0,3000.0,0.0,42.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12250.0,11500.0,11875.0,12250.0,12625.0,13000.0,22.5,15.0,18.75,22.5,26.25,30.0,1.0,1.0,1.0,1.0,1.0,1.0,47.5,40.0,43.75,47.5,51.25,55.0,47.5,40.0,43.75,47.5,51.25,55.0,-26.5,-27.0,-26.75,-26.5,-26.25,-26.0,2250.0,1500.0,1875.0,2250.0,2625.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3905,2.0,10000.0,13000.0,30.0,1.0,4.107420149999999,7.490255400000001,0.0,6.0,3000.0,0.0,35.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,2.0,2.0,2.0,2.0,2.0,2.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3906,10.0,35000.0,42000.0,60.0,0.0,3.2369922000000004,6.708067999999999,1.0,6.0,7000.0,0.0,33.0,22222.222222222223,10000.0,20000.0,20000.0,30000.0,30000.0,26922.222222222223,11500.0,24500.0,24500.0,36200.0,36800.0,40.0,15.0,30.0,30.0,60.0,60.0,1.0022222222222221,1.0,1.0,1.0,1.0,1.02,34.55555555555556,11.0,14.0,27.0,58.0,60.0,34.55555555555556,11.0,14.0,27.0,58.0,60.0,4.0,-1.0,1.0,2.0,3.0,15.0,4700.0,1500.0,4500.0,4500.0,6200.0,6800.0,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3907,11.0,40000.0,48000.0,60.0,1.0,7.493963000000001,6.3675690000000005,1.0,4.0,8000.0,0.0,33.0,24000.0,10000.0,20000.0,20000.0,30000.0,40000.0,27780.0,13000.0,21900.0,23600.0,34400.0,48000.0,30.0,15.0,30.0,30.0,30.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,26.8,12.0,27.0,28.0,29.0,41.0,26.8,12.0,27.0,28.0,29.0,41.0,0.0,-1.0,-1.0,0.0,0.75,2.0,3780.0,1900.0,3000.0,3600.0,4300.0,8000.0,Good,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3908,5.0,20000.0,24500.0,30.0,1.0,3.3953148,6.593368300000001,0.0,3.0,4500.0,0.0,38.0,12500.0,10000.0,10000.0,10000.0,12500.0,20000.0,15875.0,13000.0,13000.0,13000.0,15875.0,24500.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,27.75,26.0,26.0,26.5,28.25,32.0,27.75,26.0,26.0,26.5,28.25,32.0,2.0,-1.0,0.5,2.5,4.0,4.0,3375.0,3000.0,3000.0,3000.0,3375.0,4500.0,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
